Grade,Review,ItemNm
4,"가격은 비싸지만 성능이 너무좋아요
그리고 디자인도 괜찬아요",LG전자 LG퓨리케어 AS171DWFC
4,좁은 공간에도 괜찮은 사이즈네요~~ 봄이라 꽃가루와 미세먼지 때문에 환기를 자주 못해서 구매했는데 효과를 기대해보겠습니다~!,LG전자 LG퓨리케어 AS171DWFC
4,"머리가 있눈거 살라 했는데, 잘못샀네요.
좋은지 잘 모르겠어요. 에어로타워 사기전에
사본건데 .. 엄청 크네요 .",LG전자 LG퓨리케어 AS171DWFC
4,잘사용하고있어요 항시클어놓고지내는중입니다 좋겠죠??,LG전자 LG퓨리케어 AS171DWFC
4,밤 10시넘게 주문했는데 너뮤 빨리와서 좋았습니다,LG전자 LG퓨리케어 AS171DWFC
4,출고빨라서 금방 받았어요 잘 사용하고 있습니다!,LG전자 LG퓨리케어 AS171DWFC
4,잘사용하고 있어요 없는것보다는 있는게 좋겠죠?,LG전자 LG퓨리케어 AS171DWFC
4,"집에 오면 습관처럼 트는데
좋겠죠",LG전자 LG퓨리케어 AS171DWFC
4,크기도 적당하고 잘 작동합니바,LG전자 LG퓨리케어 AS171DWFC
4,고급스럽고 LG라 믿음이 갑니다.,LG전자 LG퓨리케어 AS171DWFC
4,공기청정기 매우 좋습니다,LG전자 LG퓨리케어 AS171DWFC
4,믿고사는 엘지 좋습니다,LG전자 LG퓨리케어 AS171DWFC
4,굳굳 추천해용ㅎ옿ㅎㅋ,LG전자 LG퓨리케어 AS171DWFC
4,저렴하게 잘 샀습니다~,LG전자 LG퓨리케어 AS171DWFC
4,배송 질 받았습니다.,LG전자 LG퓨리케어 AS171DWFC
4,잘 쓰고있어요 ㅋㅋ,LG전자 LG퓨리케어 AS171DWFC
4,잘산거 같아여 젛아여~~추천해여,LG전자 LG퓨리케어 AS171DWFC
4,"공기청정기 소음은 적으나
먼지와 냄새도 쉽게 제거되는듯해요 그런데 필터 망사가 뜯어져 있는걸 늦게 발견했네요
그 이유인지 위에서 나오는 바람에서 조금 냄새가 나는듯해요
A/S신청했는데 빨리 시정바랍니다",LG전자 LG퓨리케어 AS171DWFC
4,요즘 성능차이도 크지않은데 디자인만 화려하게 만든 고가 청정기가 많습니다. 본 제품은 가성비가 매우 좋습니다. 다만 소모품인 필터가 비싼게 흠입니다.,LG전자 LG퓨리케어 AS171DWFC
4,처음엔 소음을 거의 못 느꼈는데 점점 소음이 커지네요 냄새는 잘 잡아주는것같아요...,LG전자 LG퓨리케어 AS171DWFC
4,디자인도 예쁘고 크기도 적당하고 좋아요,LG전자 LG퓨리케어 AS171DWFC
4,조아조아조아조아조앟ㅇ,LG전자 LG퓨리케어 AS171DWFC
4,"일단 소음이 크지 않아 좋네요.
새가구 냄새 때문에 머리 아팠는데 ..냄새도 잡아주는것 같아 도움이 되네요.",LG전자 LG퓨리케어 AS171DWFC
4,조작도 간단하고 사용하기에 괜찮네요,LG전자 LG퓨리케어 AS171DWFC
4,"대형 1개 보다 소형 2개가 나은 것 같습니다.작년에 동일 모델 1개 들이고 올해 추가로 하나 더 들이게 되었습니다. 예쁘고, 기본 기능에 충실하고 만족스럽습니다.",LG전자 LG퓨리케어 AS171DWFC
4,저렴하게 구매했어요. 좋아요,LG전자 LG퓨리케어 AS171DWFC
4,생각보다 괜찮아요.^^배송도 빠르고 좋아요.,LG전자 LG퓨리케어 AS171DWFC
4,배송 엄청 빠르고 포장도 튼튼하게 해주셨어요. 비싸지만 무빙휠 사길 정말 잘했네요. 추천합니다.,LG전자 LG퓨리케어 AS171DWFC
4,"괜찮습니다~~ 디자인도 예쁘고 성능도 좋고, 다만 .... 얼마안되었는데 팬소리가 달라지네요. 처음 그 듣기좋은 소리가 아니고 한번씩 달달거립니다",LG전자 LG퓨리케어 AS171DWFC
4,"조금 늦게 배송된 감이 없진 않은데, 상품자체는 매우 좋습니다.",LG전자 LG퓨리케어 AS171DWFC
4,"신속한 배송~ 좋아요
현재까지 이상은 없네요
잘 사용할게요",LG전자 LG퓨리케어 AS171DWFC
4,제가 사용한 후 만족스러워 부모님 댁에도 사드렸어요~,LG전자 LG퓨리케어 AS171DWFC
4,좋습니다 안방에서 사용중인데 소리도 많이 안나고 굿,LG전자 LG퓨리케어 AS171DWFC
4,위쪽이 올라와서 되는건 줄 알았는데 이것도 괜찮아요,LG전자 LG퓨리케어 AS171DWFC
4,주소를 잘못적어 배송기사님 고생하셨네요.잘쓸께요~,LG전자 LG퓨리케어 AS171DWFC
4,"소음 적고, 잘 작동하는거 같고, 배송도 좋았아요",LG전자 LG퓨리케어 AS171DWFC
4,비슷한 제품 사용중인데 좋은거같아 구매했네요,LG전자 LG퓨리케어 AS171DWFC
4,아직은 좋은지 모르겠어요 좀더 써봐야겠습니다,LG전자 LG퓨리케어 AS171DWFC
4,"미세, 초미세 구분하여 제거하고, 냄새까지 잡아주는 가성비 좋은 공기 청정기입니다.",LG전자 LG퓨리케어 AS171DWFC
4,바이러스도 빨아드릴 기세..아주 좋아요,LG전자 LG퓨리케어 AS171DWFC
4,디자인 심플하고 방안냄내 잘 잡아줘요,LG전자 LG퓨리케어 AS171DWFC
4,디자인 성능 가격 모두 만족 합니다,LG전자 LG퓨리케어 AS171DWFC
4,배송도빠르고믿고씁니다 좋아요~~~~,LG전자 LG퓨리케어 AS171DWFC
4,미세먼지 농도를 보여줘서 좋아요.,LG전자 LG퓨리케어 AS171DWFC
4,나름 만족합니다 가격이 아쉬움,LG전자 LG퓨리케어 AS171DWFC
4,만족하게 잘 쓰고 있습니다.,LG전자 LG퓨리케어 AS171DWFC
4,소음이 좀 심한 듯 합니다.,LG전자 LG퓨리케어 AS171DWFC
4,대기업lg 말이필요 없내요,LG전자 LG퓨리케어 AS171DWFC
4,만족합니다 많이 파세요,LG전자 LG퓨리케어 AS171DWFC
4,소음도 작고 만족합니다,LG전자 LG퓨리케어 AS171DWFC
4,좋습니다 좋아요 아주요,LG전자 LG퓨리케어 AS171DWFC
4,"배송빠르고
디자인 굳",LG전자 LG퓨리케어 AS171DWFC
4,잘 쓰겠습니다요 1!,LG전자 LG퓨리케어 AS171DWFC
4,아주 만족 해요 ~,LG전자 LG퓨리케어 AS171DWFC
4,아기때문에 작은거 구입했습니다. 디자인 이쁘고 만족합니다,LG전자 LG퓨리케어 AS171DWFC
4,잘쓸께요,LG전자 LG퓨리케어 AS171DWFC
4,"전반적으로 좋아요!
근데 디퓨저에도 반응하고 ㅜㅜㅜ",LG전자 LG퓨리케어 AS171DWFC
4,상품이 고급스럽고 좋아요？？？？？？？ㆍ,LG전자 LG퓨리케어 AS171DWFC
4,"제가 비염이 좀 심해서 구입
2일 사용해 봣구요
작동은 정상적으로 잘되구요
공기가 깨긋해졋는지는 잘 모르겟어요",LG전자 LG퓨리케어 AS171DWFC
4,공기청정기는 엘지가 좋다고해서 주문햇습니다 사용후에 다시 후기 남길게요,LG전자 LG퓨리케어 AS171DWFC
4,"부모님 사드렸는데, 먼저 산 다른 청정기보다 더 나은가봐요. 좋으시다네요.",LG전자 LG퓨리케어 AS171DWFC
4,눈도오고 날씨가 좋아 녹색 파란색 번갈아 나오네요.현관문 여니 빨개지더니 다시 파란색으로 금방돌아와요.이상없이 잘 되면 좋겠네요.,LG전자 LG퓨리케어 AS171DWFC
4,"배송이 빠르게 옴다는 말에 주문했는데, 진짜 2일만에 수령했어요",LG전자 LG퓨리케어 AS171DWFC
4,"사진처럼 머리 들리는줄알앗는데 안되네요...
실망입니다 ㅠ",LG전자 LG퓨리케어 AS171DWFC
4,최저가는 아니지만 부모님 선물해드렸는데 좋아하세요,LG전자 LG퓨리케어 AS171DWFC
4,가성비 좋지만.. 뭔가 좀 약한거 같습니다.,LG전자 LG퓨리케어 AS171DWFC
4,제품은 좋은데 배송이 조금 느리네요,LG전자 LG퓨리케어 AS171DWFC
4,"비 오는 날 빨래를 뽀송뽀송 말리수도 있고 집안에 공기도 괜찮습니다 ~~~ 소리가 조금 나는게 불편합니다,",LG전자 LG퓨리케어 AS171DWFC
4,소음도 적고 좋아요. 역시 가전은 LG,LG전자 LG퓨리케어 AS171DWFC
4,선물로줬는데 잘쓰고있다네요,LG전자 LG퓨리케어 AS171DWFC
4,제품이 아담하면서 좋습니다.,LG전자 LG퓨리케어 AS171DWFC
4,"디자인도 예쁘네요
잘 쓸게요",LG전자 LG퓨리케어 AS171DWFC
4,배송 빠르게 잘 받았습니다,LG전자 LG퓨리케어 AS171DWFC
4,배송요청을 안읽으시네요,LG전자 LG퓨리케어 AS171DWFC
4,잘받았습니다 배송도 빠름,LG전자 LG퓨리케어 AS171DWFC
4,"잘받았습니다.
많이파세요~",LG전자 LG퓨리케어 AS171DWFC
4,배소이 상당히 빠릅니다.,LG전자 LG퓨리케어 AS171DWFC
4,엘지 공기청정기 좋네요,LG전자 LG퓨리케어 AS171DWFC
4,맑은 공기를 위하여~~~,LG전자 LG퓨리케어 AS171DWFC
4,잘 작동되고 좋숩니다,LG전자 LG퓨리케어 AS171DWFC
4,배송빠르고 좋네요~~~,LG전자 LG퓨리케어 AS171DWFC
4,잘 사용하겠습니다.,LG전자 LG퓨리케어 AS171DWFC
4,감사합니다,LG전자 LG퓨리케어 AS171DWFC
4,공기청정기에 관한 글을 검색해서 이것저것 따져서 선택한 청정기 입니다. 잘 사용하겠습니다.,LG전자 LG퓨리케어 AS171DWFC
4,사용 전입니다. 기대감에 별4개 드립니다.,LG전자 LG퓨리케어 AS171DWFC
4,배송이 총알배송이네요 가전윤 엘지~,LG전자 LG퓨리케어 AS171DWFC
4,"맑은공기, 상쾌한 아침……",LG전자 LG퓨리케어 AS171DWFC
4,zzzxxxcccvvvbbb.,LG전자 LG퓨리케어 AS171DWFC
5,"깨끗한 디자인과

각 미세먼지, 초미세먼지, 극초미세먼지
이렇게 세가지 각 먼지 수치를 볼 수 있는
패널이 좋았습니다.
사진을 보시면 필터는 안에 저렇게 들어가고
.
대기업인데 에너지 등급이 2등급이라
.

위에 패널들을 보면
왼쪽 부터
1. 세기조절
2. 먼지 상태
3. 취침예약
4. 청정표시등

아래에는 전원버튼이며
.

똑딱이 식은 계속 누르다 보면 헤어지거나
쏙 들어가서 쭈글쭈글하게 되지요
먼지 상태 버튼을 터치하면
위에서 말한 각 미세먼지 별 표시가 되며
좋지 않을 경우 4번 청정표시등을 키게 되면
색깔이 변하면서 알려줍니다.
청정표시등을 끌려면 터지 해주시면 꺼집니다.

그리고 냄새 제거 기능까지 있다고 하는데
아직 시험 해보진 않아서 잘은 모르겠네요.

암튼 전반적으로 .

켜고 나니.. 기침과 재채기가 덜 하는거 같네요...",LG전자 LG퓨리케어 AS171DWFC
5,"좋은 제품 저렴한 가격에 구매한것에 아주 만족합니다 .
한달동안 사용하면서 느낀점은 디자인 깔끔하고 조작이 쉬워요 .
소리에 예민한 편인데 조용해서 좋구요~ 집안 곰팡이 냄새도 잘 없애주고 있어요
그리고 요리하고나서 켜주면 청정효과 짱~~입니다.
특히 청국장냄새,멸치비린내 , 고등어튀김, 삼겹살구이냄새 ㅜㅜ
아쉬웠던건 받침대 같이 안산걸 ㅋ
주위분들 한테도 많이 추천할게요 ^_^",LG전자 LG퓨리케어 AS171DWFC
5,"집에서 한 3년 이상 해당 모델의 2층(?) 형을 잘 쓰고 있어서
황사는 심해지고 사무실 공기가 너무 탁한것 같아 기존에 샤오미 공기청정기는 있으나 없으나 한것 같은 성능인 것 같아서 주문을 하였습니다.
주문을 오후 4시쯤 했는데 바로 다음날 12시에 물건을 받아서 너무 좋았습니다. 박스 포장은 간단하게 되어 있어 버리기도 간단하고요~ 필터 비닐을 안 빼고 1년 넘게 썼다는 인터넷 유머글을 본지라 바로 열어서 필터 비닐 제거하고 엘지 싱큐 앱과 연동시키고 3-4시간 돌렸는데 기분상인지 먼가 사무실 주변 공기가 상쾌해진 느낌이 듭니다. 이번에 이벤트로 가격도 할인하고 완전 잘 산것 같습니다! ^^

다만 커버를 열어놓으면 금방 미세먼지가 닫았을때보다 확 올라가네요~ 센서로 유입되는 공기가 많아져서 그렇겠죠?",LG전자 LG퓨리케어 AS171DWFC
5,"공기청정기 사용 후기 남깁니다💯💯
기존에 lg 몽블랑 공기청정기로 사용하고 있었는데요~ 최근에 미세먼지도 심해지는 날이 잦고 고양이까지 키우고 있어서 공기청정기가 한 대 더 필요하게 되었어요. 많은 제품을 비교해보니 더 머리만 아파서 믿고 lg로 가자 싶어 이 모델로 구입했습니다. 가격은 비쌌지만 때마침 브랜드위크라 혜택이 괜찮았어요!🤑
원통형이 더 청정범위가 넓어진다고 하던데 켜자마자 아주 일을 잘합니다. 먼지면 먼지, 냄새면 냄새 감지를 엄청 잘하네요. 기존 공기청정기는 가만히 있는데 신입만 열심히 일할 때도 있어요 ㅎㅎ 하도 열심히 작동할 때 신경쓰인다 싶으면 약 모드로 해놓는데 아주 조용합니다 취침모드일 때도 😴
그리고 무빙휠은 꼭꼭 구입하는 것을 추천해요❗❗ 저희 집은 한 군데 놔두는게 아니라 . 처음에 그냥 들었다가 허리나갈뻔.. 몽블랑은 막 들고 다니는데 얘는 무거워용 꼭 같이 구매하시길 바래요~
가전제품이니까 as도 중요해서 아무데서나 살 수도 없고 1-2인가구에서 브랜드 공기청정기 원통형으로 찾으시면 이 제품 선택하시면 좋을 것 같아요! 쓰고 있어서 정말 추천합니다👍",LG전자 LG퓨리케어 AS171DWFC
5,"첫번째 배송이 진짜 빨라요
토요일 구매하며 조금 걱정되긴했지만 어버이날 딱 맞추어 시어른댁에 똬악~ 너무 좋아하셨어요^^
박스를 열고 첨엔 좀 작다고 실망하신듯 했는데 안의 필터보시고 엄청 크다며 좋아라 하시더라구요 다른집껀 필터도 여러개를 3개월, 6개월, 1년단위로 갈아야 하는데 이건 하나만 일년에 한번 갈면된다고 경제적이라고 하시더군요 ㅎㅎㅎ
360도 전면 청정시스템에 작지만 성능이 좋아 극초미세먼지 제거에 냄새제거 바이러스까지 처리된다고 했더니 더욱 좋아하시네요
전원키고 잠시 인식을 하더니 바로 먼지정도 체크되고 시범삼아 먼지가 많은곳 쪽에 두었더니 바로 빨간색으로 반응하며 열심히 돌아가 주네요
작지만 쎈 엘지공기청정기 부모님댁 공기도 잘 책임져주길~^^",LG전자 LG퓨리케어 AS171DWFC
5,"한달사용후기 입니다.결론적으로는 너무 만족하며 사용하고 있구요 요즘처럼 미세먼지 많은 날이 많아서 창문 못열때 공기청정기가 있어서 다행입니다! 센서도 제대로 작동하는것 같고 요즘엔 필수템인것 같습니다.친정부모님,시댁에 모두 선물해드릴 예정입니다:)
택배로 받았는데 꼼꼼하게 잘 포장되어 왔고 여자혼자 들수 있을정도의 무게입니다.거의 한곳에 고정으로 사용해서 굳이 무빙휠없어도 될것같습니다.수면모드예약도 있어서 좋습니다.굿",LG전자 LG퓨리케어 AS171DWFC
5,"9일 라방 보고 구매 했는데 바로 다음날에 배송오다니 감동이에요!!!
집에 굳이 공기청정기가 있어야 하나 아주 오래 고민했는데 날이 풀리자 미세먼지 경고에 다가올 황사까지 비염인으로서 매년 겪는 두려움에 더이상 망설이지 않고 구입했습니다.
필터 비닐 벗기고 써야한다고 해서 커버를 열고 닫는데도 전혀 힘들일 필요없이 매끄럽게 조립이 가능했습니다.
깔끔한 화이트 디자인에 무게도 생각보다 훨씬 가벼워 거실에서 방까지 들고 왔다갔다 하기 편합니다.
소음에 지나치게 예민한 편인데 공기청정기 소리는 선풍기 보다도 훨씬 작고 바로 듣지 않는 이상 생활하면서 전혀 들리지 않습니다.
집에 쓰는 가전은 거의 전부 lg로 쓰고 있는데 어플 연동도 간편해서 .
직접 사용해보면서 너무나도 !!",LG전자 LG퓨리케어 AS171DWFC
