Grade,Review,ItemNm
1,"배송은 빠른데 전화도 없고 설치도 없이
그냥 박스를 두고갔네요....",위닉스 프라임 APRM833-JWK
1,어제 주문하고 오늘 받았는데 수면모드에서 잉~~~하는 소음이 심해서 AS 신청했어요..,위닉스 프라임 APRM833-JWK
1,가격대비 별로입니다,위닉스 프라임 APRM833-JWK
1,소음이 모터소리 뿐만 아니라 휀이 돌아가면서 공기와 마찰하여 발생하는 휘파람소리 같은 소음이 발생합니다~ 많이 신경쓰입니다~~,위닉스 프라임 APRM833-JWK
1,빠른 배송 감사합니다,위닉스 프라임 APRM833-JWK
1,"저도 난리ㅡㅡ
왜이래요?
팬에서 이상한소리나구..
환장하겠네요
한달됐는데..",위닉스 프라임 APRM833-JWK
1,위닉스공기청정기불만,위닉스 프라임 APRM833-JWK
1,"가격이 쇼핑몰마다 천차만별이네요...
옥션에서 구입한게 제일 비싸고요..
판매처에서는 전화통화도 안되고...
완죤 호구됬네요..
앞으로 옥션 거래 않합니다...",위닉스 프라임 APRM833-JWK
2,"역시 같은 시기에 함께 주문했던 공기청정기도
폭우로 폭삭해 비닐로 쌓여진 일체형 필터에만
잔뜩 곰팡이가 펴서 버리며 눈물을 머금고
8만9천원을 들여 새것으로 바꿨는데 거의
파란불만 들어왔다 나갔다 해서 좋은 건지 나쁜
건지 잘 모르겠지만 무상서비스 기간인 이것도
제습기와 함께 통째로 가져가 세척하고 깔끔하게
갖다주신 기사님 진짜 고맙습니다~~*^^*근데
소리는 공기청정기보다 제습기가 너무 요란하여
베란다행이고 7~8일에 한 번 정도 물통만
비워줌ㅠㅜ",위닉스 프라임 APRM833-JWK
2,"아 소음 ㅜㅜ 큰거는 알고 샀어요 연아 에어컨 둘레보다 더 굵어요 살까말까 엄청 고민하다 샀는데 ...
다른건 알고 산지라 어케 마음이 단념이되는데
조음이 클줄은 몰랐네요 터보로해놓으면 정말ㄷㄷ
이고요 1단도 커요 거기에다 백색소음 삐~ 거리는것도
함께들려서 골아프네요 ㅠㅠ 소리는 생각지도 못했는데",위닉스 프라임 APRM833-JWK
2,사이즈는 큰거 알고샀는데 소음은 생각도 못했어요ㅜㅜ 집에 위닉스XQ있는데 프라임이 민감도 두배 소음도 두배에요 디자인보고 에너지1등급만 보고샀는데 펜 돌때마다 윙~ 웅~ 하는 소리가 거슬리네요 다들 조용하다하는데 뽑기잘못한건지 내귀가 예민한건지ㅜㅜ괜히샀네 싶어요,위닉스 프라임 APRM833-JWK
2,제로s? 작은거랑 같이 두대샀는데..크긴큰데 바퀴도 힘이너무없고 굴러가는거도 별로..,위닉스 프라임 APRM833-JWK
2,"새제품인데 커버에 검정색으로 얼룩이있네요.
커버 사출시 탄거같은데 이런거는 품질검사할때 빼셨어야죠..
반품귀찮아서 그냥쓰는데 이런거는 철저히 검사좀 필요해보이네요",위닉스 프라임 APRM833-JWK
2,"뭐 상품은 많이 알아봤고 추천받았기때문에 만족하나
택배올때 이렇게 박스가 훼손되서 올수있는건가요?
이중포장도 아니고 저렇게 박스가 찢어질 정도이니
자칫하면 안에 상품도 망가질뻔했네요^^",위닉스 프라임 APRM833-JWK
2,"음식냄새는 인식이 좀 안되는 것 같고.. 빨간불일때 세기를 강하게 해도 초록,파란불로 내려오는게 더딜때가 많아요..",위닉스 프라임 APRM833-JWK
2,"좀 민감하고 소음이 세네요

ㅠㅠ",위닉스 프라임 APRM833-JWK
2,배송은 일주일정도 걸렸네요. 제품은 생각보다 정말 크네요. 바퀴있어서 그부분은 편해요. 근데 핸드폰 연결 여러번 시도해봤지만 안되네요. 제대로 작동 하는건지.. 좀 더 써봐야겠네요.,위닉스 프라임 APRM833-JWK
2,상품 박스에 김치국물 같이… 배송빨라서 좋았는데 박스 상태보니 별로네요 기분 나쁩니다무슨 반품된거 보낸거같이 ㅡㅡ급해서 일단 씁니다만 박스 상태 제대로 확인하고 배송 처리하세요,위닉스 프라임 APRM833-JWK
2,배송도 늦고 환급때문에 산건데 지금은 그때보다 저렴해졌고..,위닉스 프라임 APRM833-JWK
3,"일단 배송 친절하셨구요
지금 바로 사용중인데 바로앞에서
쿠션을 털고 이불을 털어봐도 계속 그냥
파란불인데 쓰다보면 작동이 잘 될런지..
그리고 구입시에 5프로 할인쿠폰 다운받았는데 왜 적용이 안되는건지
상담원연결 결국 안되서 그냥 주문했네요ㅜㅜ 쿠폰적용안되도 여기가 가장
~
다들 이왕사는거 L사구입하라했는데
그럴걸그랬나도싶고 아직은 잘 모르겠어요ㅜㅜ
그래도 디자인불만글이 많던데 저는
^^
여태 애들 신생아때도 안쓰던 공청기
화장실담배냄새가 거실까지 나와서
구입해봤는데 조금이라도 효과가있음 좋겠네요ㅎㅎ",위닉스 프라임 APRM833-JWK
3,"상품을 거실현관 코앞에놓고가시네요
70중반인 내가들기도 힘들고 상품평에
기사님친절한글만 보였는지 ...
상품을 옮기려고 보니 무겁고 화도나서
상담원분께 반품해도 되냐고물으니 반품비 들수있다고해서 반품비는 얼마드는지 알고싶다고 했는데
반품신청할거냐고 묻길래 아니반품비 얼마드는지
알아보고 연락달라고 했는데 연락은5시간 지나서반품비용없다는 문자보내고 반품신청을
자기맘대로했네요 상품을 튿지도 못하고 있는데 에어콘 상품전 점검서비스 해주러오신
타회사 기사님이 설치 해주시고 사용설명도
해주셔서 설치해서 다시전화해서 설치 잘했다고
하니까 내일 설치하실분 보낸다드니 난데없이
오늘아침 상품회수 하러온다는 전화가오네요
하이마트에서 온이든 오프든 한번도 좋은인상을
못받네요 세탁기 건조기 식기세척기 견적 뽑은건
다른곳에서 구입 하기로 ...
박스열고 들어보니 무거워서
나이든 여자가 꺼내긴 무리인데그냥두고가는 기사님도 대단합니다",위닉스 프라임 APRM833-JWK
3,상품은괜찮은것같아요 .디자인도이쁘공.느그러나 .... 주문후 재결제하고싶어톡톡에문의해도 답변없이 발송됨.. 1대1로문의하니 톡톡으로문의하라함.아직도답은없음.. 배송까지느려기다리는데힘들었네요.위닉스첫구매인데서비스는별로인듯요.,위닉스 프라임 APRM833-JWK
3,"가을이라 날씨가 좋아서인지 아직 특별히 좋은 거는
모르겠어요.
초겨울에 중국에서 또 난방하기 시작해서 대기질이
나빠지면 확실히 알겠죠.
19년11월 제품이지만 에너지효율 1등급이어서
.
.",위닉스 프라임 APRM833-JWK
3,"공기청정기 처음 사본건데 저한테는 안맞았어요
(저희집에 비해 큰평형이라서 그런것같아요)
공기청정기는 어느 제품이든 작동원리가 같아서
어디꺼든 효과는 같다고해서 샀어요
우리집 28평에는 과하게 느껴졌어요
후각이 초예민한편인데 며칠 냄새가 없어지지않고
잠깐만 틀어도 집전체가 너무춥더라구요ㅠㅠ
어린아이 있는집이라 전원을 계속 끄게돼서...
이거 시댁드리고 저흰 다른거 다시샀어요
(공기청정기 처음사본건데...한번 써보니 어떤걸 사야하는지 감이왔어요)
시댁 단독주택인데 먼지많고 틀때마다 빨간불 윙~ 열일해서 매우 만족해하세요
공기청정기 각방에도 있는집은 거실용 굳이 큰거안놔도 되겠어요",위닉스 프라임 APRM833-JWK
3,"가성비 생각해서 샀는데 괜찮네요.
근데 배송은 좀 별로예요...
배송시간좀 조율해서 점심이후에 받으려했어요.
배송당일 아침 8시에 배송안내 카톡왔는데 일하느냐 늦게 확인하고 9시에 전화 했더니 벌써 문앞이시라네요...
타브랜드에 비해 비싼 제품은 아니지만 그래도 가전제품인데 주문자를 생각하는 배송이 되었으면 좋겠어요.",위닉스 프라임 APRM833-JWK
3,"크고 예쁩니다
안타깝지안 제가 불량을 받았나봐요 미세먼지를 인식을 못해서 바로 a/s접수를 할 수 밖에없었고 센서를 바꿨음에도 나아지지않아서 가져가시고 새제품을 1월달에 보내주신다고 하셨어요 그래도 바로 와주시고 처리도 빠르게 해주셔서 믿고기다리겠습니다^^",위닉스 프라임 APRM833-JWK
3,"처음에 이상있어서 as받고 잘 사용하고있어요수치가첨부터 먼지 수치가 500까지 넘길래 원래 이런가싶었는데 인터넷 찾아보니 결함인거같아 기사님 불렀는데...
센서 이상이라고 교체해주셨는데 이상은 없는거라고~~ㅋㅋ 앞뒤가 안맞는얘기하셔서 기분은 별로..",위닉스 프라임 APRM833-JWK
3,"상품은 만족합니다 그런데 배송은 매우 불만족이네요
배송기사도 엄청 불친절하시고요
그리고 하이마트는 배송 후 제품 설치하고 간단하게나마 사용설명을 안해주나요 타 브랜드 대리점은 해주시던데 여기는 아예 안하는건 아닌건 같고 어떤분은 설치까지 해주시고 가셨다는데 지역마다 배송기사마다 차이가 있는건지 일관성이 없어서 매우 아쉽네요 부모님댁에 보낸거라 신경 쓰였는데 배송과정에서 기사님도 불친절하고 좋진않네요",위닉스 프라임 APRM833-JWK
3,"현재 집에 각 회사별로 공청 4개 사용중
그중 다이슨이 최고.
상품평 보고 구입 했으나, 선풍기 개념일뿐 냄새 를 전혀 감지 못함.
먼지 빨아 들이는 기능으로만 쓰려고 옷방에
밀어 두고 다이슨 공청 거실로 빼오자 마자 열일중.",위닉스 프라임 APRM833-JWK
3,배송은 빨랐던거 같아요 처음에 물건받고 터치하는 곳이 아구가 안맞는거 같이 비뚤어져 있는 상태로 며칠 사용하다가 이상하다싶어 as맡기려다 직접 분해해서 조립 해서 직접 맞췄어요 사진 찍어둔게 없어 아쉽네요 매일 거실에 틀어놓고 있긴한데 와 좋다까지는 모르겠고 사용 잘 하고있긴 합니다,위닉스 프라임 APRM833-JWK
3,"크기 만족 / 디자인 무난함 / 성능 만족 / AS만족
다만 처음 구입했을 당시 취침모드 사용시 모터팬에서 고주파음처럼 소리가 윙윙윙나서 AS불렀었고 원래 이렇다고하셔서 너무 신경이 예민해서 그런줄 알고 한 2주간은 취침모드 사용하지 않고 잤습니다.

스마트폰으로 동영상 녹화를 해도 소리가 잘 녹음이 안되서 마이크 구매까지 생각하고 있었는데 지금은 무난해서 취침모드도 사용중입니다.

새제품이라 그랬는지 어느정도 가동하면서 소음이 많이 사라졌습니다.
그런 후에 원래 그런소리가 나는것이 아니라는걸 알았네요.",위닉스 프라임 APRM833-JWK
3,"친정드나들며 음식할 때 유해가스 발생으로 호흡기가 불편해서 구입했는데~
유해가스 감지에 민감하지 못함
(우리집 퓨리케어와 비교, 가격차이가 큰 만큼 감수해야겠지요)
덩치는 크지만 감지가 느리니 정화 속도도 느림
(냄새 잘 못 잡음, 아직 조리 중이라 매케한데 센서는 파란색~~)
쿠쿠와 고민하다 필터 가격도 더 비싼 위닉스로 결정했건만. . .
다시 산다면 쿠쿠로 사겠음",위닉스 프라임 APRM833-JWK
3,처음 받은 제품에 이상이 있어서 교품받았습니다. 교품처리는 빨랐고 새로 받은 제품은 다 좋은데... 팬 날개? 쪽에서 간헐적으로 소음이 올라오네요.(이전 제품에는 없던 증상) 정상적으로 소리 안 날때도 있어서... 심하면 as하려고 합니다. 센서는 생각보다 민감해서 오염도에 대한 피드백이 잘 이루어지는 것 같습니다.,위닉스 프라임 APRM833-JWK
3,"처음에 배송왔을때 상단 터치하는 부분이 비정상적으로 들떠 있었습니다. 접착이 제대로 되지 않아서 손으로 들릴정도였는데 살짝 힘줘서 눌러서 맞추니 떨어지진 않네요..
그냥 교환도 귀찮도해서 쓰긴하는데 기분이 썩 좋진 않네요...",위닉스 프라임 APRM833-JWK
3,"후기도좋고 지인이 추천을하여 주문했는데일단 하이마트배송은늦었구요
배달기사분께 이대로쓰면되냐고 물어보니 그대로 쓰면된다길래 스위치켜니 안되어 필터 봉지뜯어서 다시꼽았더니 되더라구요
처음사용이라 좀 친절하게 가르쳐주고 갔음 했는데 배달하고 사진찍는다고 바쁘더라구요
인테넷으로 싸게 주문할껄 후회했답니다
하이마트배송기사가 배달한다길래 사용법 필터가는것등 물어보고싶었는데 쌩하니 가버리네요",위닉스 프라임 APRM833-JWK
3,찾아본 것보다 조금 더 비싸게 샀는데 상품은 괜찮아요 그런데 박스를 한 번 더 싸지 않고 그냥 제품박스만 달랑 오네요.. 게다가 박스가 뭐에 찔린듯 구멍나 있었어요 제품에는 스크래치 나지 않아서 그냥 쓰는데 좀 찜찜하네요,위닉스 프라임 APRM833-JWK
3,"배송기사님이 설치 안해주고 박스만 두고 가는지 몰랐네요.
80세 넘으신 부모님댁에 선물로 보냈는데 바로 틀어도 되는건지 사용전 주의사항이 있는지 몰라서 제가 다시 방문해야겠어요.
리뷰보니 설치해주셨다는 분도 있고 저처럼 박스만 놓고 갔다는 분도 있고..그때그때 다른건지
암튼 좀 당황스럽네요.",위닉스 프라임 APRM833-JWK
3,"구매잘했네요
아주좋아요
감사합니다!",위닉스 프라임 APRM833-JWK
3,"샤오미 미에어프로 쓰다 바꿨는데 훨씬 예민하고
음식 냄새 정화 속도도 느껴질 정도로
공기 청정 기능 좋아요
하지만 너무 큽니다 ㅠㅠ
갑자기 안그래도 작은 거실이
더 비좁게 느껴지고 힘 좋은만큼",위닉스 프라임 APRM833-JWK
3,일단 꽤 큽니다. 조작이 간단해서 부모님이 사용하기 좋을거 같아요,위닉스 프라임 APRM833-JWK
3,방송할때 사니 저렴하게 잘 샀어요. 선물해서 실물은 못 봤네요.,위닉스 프라임 APRM833-JWK
3,배송빠르고 디자인도 좋아요. 공기청정효과를 기대합니다,위닉스 프라임 APRM833-JWK
3,크기가 엄청나네요 성능은 괜찮아요,위닉스 프라임 APRM833-JWK
3,미세먼지도 잡아준다고 표시되니까 체감되는건 없지만 안심되요~~^^그래도 비염은 나아지는 기분도 들고 소리는 쫌 큰편인데 잘때는 수면모드로 자동변경되서 조용해요!좋습니다,위닉스 프라임 APRM833-JWK
3,"생각보다 기계음이 있고, 바닥에 바퀴가 있어 편리하지만 이동시 손잡이가 없어 불편. 물건 받자마자 가격이 만원 내렸네요.",위닉스 프라임 APRM833-JWK
3,생각보다 크고 파워모드는 소리가 너무 시끄러워서 못쓰겠다. 계속 파란불 들어오는데 효과가 있는건지 의심스럽다.,위닉스 프라임 APRM833-JWK
3,"배송 빠르고 상품도 만족합니다.
평소 집안 공기가 별루라고 생각했는데
바로 사용해보니 파란색이네요.",위닉스 프라임 APRM833-JWK
3,늘 사용하고 있어요. 처음틀면 빨간색인데 조금 틀어놓으면 초록으로 바뀌네요.,위닉스 프라임 APRM833-JWK
3,아직 개봉전이지만 타워형이라 골랐어요 기능도 좋길기대해요,위닉스 프라임 APRM833-JWK
3,가성비좋다해서구매해요 기존에쓰던건방에서쓰고 거실 에서사용하려고요,위닉스 프라임 APRM833-JWK
3,생각보다 꽤 커요 어플 연결되서 좋네요,위닉스 프라임 APRM833-JWK
3,"리뷰가 좋아서 삿는데 청정기 자체 금속재질 냄새가
오래가요. 다른 좋은 기능을 상쇄시키네요. 청정기인지금속냄새로 사는건지",위닉스 프라임 APRM833-JWK
3,사고 이틀뒤 오만원이나 세일하네요 마상... 제품은 좋은거 같네요,위닉스 프라임 APRM833-JWK
3,소리가 크다. 빨간색에서 녹색이 되어 껐는데 금방 다시 빨간색이되서 먼지 흡입이 잘 되고있는지 모르겠다,위닉스 프라임 APRM833-JWK
3,"제품 누락건으로 너무 힘들었어요
그래도 어찌 어찌 처리해주셔서 다행입니다
제품은 매우 마음에 들어요.",위닉스 프라임 APRM833-JWK
3,"1등급이라서 구매했고 지금쓰고있는제품 위닉스에요.용량이작아서 공기정화력이약해서 구매했는데 실망.
몸체가 너무투박해서보기싫네요. 속된말로 무식하게 크고 무겁네요.",위닉스 프라임 APRM833-JWK
3,"아이랑 같이 지내는 안방에서 사용중입니다~ 단계를 올리면 바람 조절도 되고, 수면모드는 조용해서 좋아요~",위닉스 프라임 APRM833-JWK
3,"잘되는건지 모르겠음
갑자기 수치가 확올라갓다 내려옴",위닉스 프라임 APRM833-JWK
3,"신혼집에 구매하고 좋아서 본가에 사드렸는데,, 흠",위닉스 프라임 APRM833-JWK
3,불량으로 교환받고 아직까진 잘 잘동중입니다.,위닉스 프라임 APRM833-JWK
3,공기청정기는 위닉스가 가성비 좋다는 평이 많아 골랐어요. 전자랜드 온라인몰은 처음인데 배송이 신속하지 않고 배송완료로 떴는데 물건 못 받고 그 다음날 받았어요. 뭔가 체계적이진 않네요. 공기청정기는 좋길 바랍니다.,위닉스 프라임 APRM833-JWK
3,센서가 느린데 맞는거에요??,위닉스 프라임 APRM833-JWK
3,제품 받았고 써보겠습니다,위닉스 프라임 APRM833-JWK
3,"잘쓰곤있는데 아무 변화없는 상황인데도 왜 자꾸 바람이 강해졌다가 약해졌다가
자기 마음대로인지요..",위닉스 프라임 APRM833-JWK
3,평범한 공기청정기. 해당가격대의 기능. 좋지도 나쁘지도 않다.,위닉스 프라임 APRM833-JWK
3,저렴하게 구매한거 같아요조용하고 필터 교체하기 쉽네요좀더 사용해봐야 기능이 좋은지는 알수있겠네요크기도 적당하구요,위닉스 프라임 APRM833-JWK
3,생각보다 매우 크네요... 바퀴가 달려있어서 이동하기 편해서 너무 좋아요,위닉스 프라임 APRM833-JWK
3,감사합니다 멋져요 ？오,위닉스 프라임 APRM833-JWK
3,저렴하고 품질도 좋아요,위닉스 프라임 APRM833-JWK
3,만족합니다 만족합니다,위닉스 프라임 APRM833-JWK
3,타워형이라 사이즈가 크지만 소음도 적고 성능이 좋은 것 같아요,위닉스 프라임 APRM833-JWK
3,"구입하고나니 바로 가격인하ㅠㅠ
주문하고 일주?지나 받게되네요
사용해보고 다시 올릴게요",위닉스 프라임 APRM833-JWK
3,"가격대비 괜찮아 보이는데 사용해봐야
성능은 알것같아요.",위닉스 프라임 APRM833-JWK
3,배송은 그닥인데 제품 품질은 괜찮아 보입니다.,위닉스 프라임 APRM833-JWK
3,크고 소리도 좀 크지만 공기정화를 잘하네요,위닉스 프라임 APRM833-JWK
3,배송도빠르고 성능도좋고 괸찮아요,위닉스 프라임 APRM833-JWK
3,일단은 매우 만족합니다ㅎ,위닉스 프라임 APRM833-JWK
3,크고 조용하고 좋습니다!,위닉스 프라임 APRM833-JWK
3,그냥저냥 소음이 심한편,위닉스 프라임 APRM833-JWK
3,만족합니다 많이파세여,위닉스 프라임 APRM833-JWK
3,가격대비 만족합니다,위닉스 프라임 APRM833-JWK
3,"가볍고 움직이기 편해 좋아요.근데 불이 이상해요.수치가 1인데 초록색 불이 뜨네요?파란불이 떠야하는데.초록불도 뜨고, 파란불도 뜨고. 지 맘대로ㅋㅋ이거 불량 아닌가요?",위닉스 프라임 APRM833-JWK
3,조아요.ㅇ위닉스.ㄷㅈ,위닉스 프라임 APRM833-JWK
3,배송 감사합니다,위닉스 프라임 APRM833-JWK
3,다 좋은데 와이파이 비밀번호가 특수문자가 들어가면 위닉스 스마트를 사용 못하는게 별로예요,위닉스 프라임 APRM833-JWK
3,이제 겨울이라 환기문제도 있고해서 주문했어요. 생각보다 빨리와서 좋았고잘작동하네요.,위닉스 프라임 APRM833-JWK
3,드럼통 만해요? 가정용이 이렇게 큰 건 처음봐요.망설이다 그냥 씀니다.,위닉스 프라임 APRM833-JWK
3,"기사님이 진짜 별로네요.
문자라도 남겨주셔야지 그냥 문앞에 덜렁 아휴",위닉스 프라임 APRM833-JWK
3,청정속도가ㅜ엄청 빠르지 않아요 25평 짜린데 방은 10퍙도 안되는데 왜케 청정오래걸리나요,위닉스 프라임 APRM833-JWK
3,"환급과 필터 증정때문에 구매했어요.
성능은 아직 사옹전임.",위닉스 프라임 APRM833-JWK
3,좋은 공기 마시고 싶어서 구매 했어요. 성능 좋길바라며,위닉스 프라임 APRM833-JWK
3,"작동에는 문제가 없지만 센서가 민감 한거같지는
않음",위닉스 프라임 APRM833-JWK
3,박스가 뜯어져 왔네요...ㅠㅠ. 포장좀 잘해야할듯,위닉스 프라임 APRM833-JWK
3,잘왔어용. 집에있는먼자를다업에는것갔아요.,위닉스 프라임 APRM833-JWK
3,부모님 선물로 드렸는데 좋은것 같습니다.,위닉스 프라임 APRM833-JWK
4,"S사 제품이랑 엄청고민하다가 마침 라이브방송때 할인하길래 냅다 구매했습니다 :)
종종 시간날 때 하루 결제해서 이곳저곳 스터디센터가는데 이제품 많이사용해서 별고민없이 샀기도했고요 ㅋㅋㅋ

물건 하나살때 이것저것 따지면서 최대한 신중하게 고르고, 토끼소리들을정도로 청각이 극도로 예민한사람이라 소음걱정이 되긴했는데
파랑색,초록색은 생각보다 소음 적지만 빨간색이되면 뭐.... 예상한 것보다 소음이 살짝 더 크긴합니다.
제가 예민해서 더크게들릴수도있겠다만 미세먼지 많을때 그만큼 공기청정 빨리시키려고 소음발생된다고 생각하시면 될듯한..?
생각하고있습니다~

제품 자체로 봤을때는 별 5개박고 시작할 정도로 상당히 만족합니다만, 현관문앞에 배송도착했을때 ...ㅠ_ㅠ ;;",위닉스 프라임 APRM833-JWK
