Grade,Review,ItemNm
3,"하루종일 틀어놨는데 미세먼지 수치가 떨어지지가 않네요 센서의 문제거나 공기청정기 성능에 문제가 있거나 사무실이 상시오염상태이거나 셋중 하나겠죠.가습기 있으면 종종 올라가기는 하는데 가습기도 아니고, 센서때문에 반품하려니 자원낭비에 박스도 버려버려서 그냥 사용해야겠네요약풍이상은 소음이있어서 그냥 미풍으로 해놓고 사용합니다",삼성전자 블루스카이 AX60N5580WDD
3,배송 날짜 설정이 불가능한 점 매우 불편했습니다. 크기가 적은 것도 아닌데 이사 전에 받아서 이사 하는 곳까지 또 옮겨야 해서 힘들었습니다. 소음이 큰 편이고 취침 모드로 해두면 더 소음이 큰데 그 이유는 잘 모르겠네요. 불량인걸까요? 풍량이 제일 낮은 미로 설정해도 찬바람이 계속 나와서 겨울엔 조금 차갑게 느껴집니다.,삼성전자 블루스카이 AX60N5580WDD
3,"제조사 재고처분 상품?? (19년 04월).
소음 대비 효용성은 그닥??
강풍 - 최대 58W / 정말 시끄러움(가정용 부적합)
약풍 - 최대 36-39W / 시끄러움(TV 시청 불가)
미풍 - 최대 17-19W / 조용한 편임.
자동 - 최저 17W / 조용한 편임.
* 가정에서 사용시 미풍 및 자동으로 사용할 경우... .
* SmartThings wifi 어플의 기능은 너무 단순함. 모드전환 및 켜짐/. 샤오미에 있는 자동화 기능이 없음.",삼성전자 블루스카이 AX60N5580WDD
3,며칠 작동시켜봤는데 외부 미세먼지 공기지수 엄청 깨끗할때 환기후 바로 가동해도 수치가 3~4백까지 치솟고 문 닫은후 계속 가동을해도 지수가 낮아지질않네요..그러다 어쩔땐 10까지 떨어졌다가 다시 치솟고..게다가 다른분 상품평에도 있듯 가습기를 틀어놓으면 오염수치가 올라갑니다..가습기도 아닌데말이죠..이렇다보니 정화가 되는게 맞는지 믿음이 안가네요..,삼성전자 블루스카이 AX60N5580WDD
3,2021년 국내생산 제품인 것으로 알고샀는데...중국산에다 2019년 제조된 것이왔어요. 3년이 다 되어가는 가전 제품을 산것은 처음이라 마음에 안듭니다앞으로 살 분들을 위해서 제품 사양을 확실하게 표시하고 판매해 주시길 바랍니다.모든 가전제품을 삼성으로 쓰고 있는데좀 실망스럽습니다. 효과도 미미하지만 반품이번거로워서 그냥 쓰기로 합니다.,삼성전자 블루스카이 AX60N5580WDD
3,테스트를 할려고 담배를 하나 피웠는데 소리가 장난이 아닙니다. 혹시라도 집에서 담배피우려고는 구매하지 마세요. 소리때문에 잠을 못잡니다.ㅋㅋ 담배냄새 정화하는데 걸리는 시간도 삼십분이상 소요되네요.진짜로 테스트할려고 담배피워읍니다^^,삼성전자 블루스카이 AX60N5580WDD
3,구매한건19년1월제조ㅡ오늘 받은건19년4월제조ㅡ박스도 넘 지저분 안에 뭔가 검은게 묻어있는데 지워지지도 않고 재고정리하셨네요ㅡ반품된거 보내신건 아니죠ㅡ찝찝한게 기분은 않좋네요ㅡ구매시 참고하세요ㅡ요즘 가전이 일년전것도 있네요ㅡ박스. 넘커서 번거러워 그냥 쓰지만 ㅡ쩝,삼성전자 블루스카이 AX60N5580WDD
3,"구매하고 몇시간 뒤 세일기간이라 금액차가 커서 취소후 다시 구매했어요.이미 배송시작되어, 두개가 동시에 배달되고, 바로 그 자리에서 반품비내고 반품시켰어요.21일 반품완료되었는데, 환불은 계속 늦어져서(보통 늦어도 5일이내 이루어지던데), 어제 고객센터 전화하니, 오늘 27일에야 환불처리되네요. 처리가 너무 미흡합니다.",삼성전자 블루스카이 AX60N5580WDD
3,좋아요 부모님 만족하시네요,삼성전자 블루스카이 AX60N5580WDD
3,"소음과 바람이 너무 심해서
춥다고 하세요.",삼성전자 블루스카이 AX60N5580WDD
3,조금만 열려도 동작이 멈춰요,삼성전자 블루스카이 AX60N5580WDD
3,설치하고나니 박스에 제조년월이 19년4월이네요 1년전꺼 이건 너무하지않나요? 가격 엄청올려놓고 재고처리하려고 할인티켓주고 가격이 싸게산것도아니던데 정말 이런식이면 곤란하죠,삼성전자 블루스카이 AX60N5580WDD
3,늦었지만 배송은 잘 받았어요. 19년 제조된 상품이지만기능은 떨어지지 않아요.받아보신 어머니도 사용하기 편리하다고 하시네요.잘 사용하겠습니다.,삼성전자 블루스카이 AX60N5580WDD
3,작년에 같은거 산건데 제조일자가 더 오래된거 주시고 바퀴도 부드럽지가 않습니다.,삼성전자 블루스카이 AX60N5580WDD
3,오자마자 트니 소리가 이상해서 삼성 as 부름 팬에? 하자가 있어서 교환 받음 ㅠㅠ그거 외엔 기본 작동할때 소리가 큼 바람 소리가~ 그래도 효과는 좋아서 강아지 냄새가 덜 나서 좋음,삼성전자 블루스카이 AX60N5580WDD
3,공기가 오염되어 돌아갈때 소음이 심하고 보통때는 괜찮아요 다만 작동할때 냉기가 나오면서 에어컨을 틀어놓은듯 추워져요 ㅠㅠ,삼성전자 블루스카이 AX60N5580WDD
3,인지하고 구입하세요거기에 오존문제로 재고털이 한건데새상품이 당시 28000차이였는데 가격은 얘도 싼게아닌셈이죠,삼성전자 블루스카이 AX60N5580WDD
3,"소음이 너무 심해요.
정말 샤오미 보다 심하네요...
가장 약하게 써야할 듯...",삼성전자 블루스카이 AX60N5580WDD
3,구매하고 나서 가격이 더 떨어졌지만 좋아요,삼성전자 블루스카이 AX60N5580WDD
3,싸게 잘 산거 같아요,삼성전자 블루스카이 AX60N5580WDD
3,배송이 매우 빠름니다 만족합니다,삼성전자 블루스카이 AX60N5580WDD
3,단순.끄고 키는 스케쥴 작동만 가능햐ㅐ서.좀 아쉽네요. ㅜㅜㅜㅜ,삼성전자 블루스카이 AX60N5580WDD
3,커서 좋긴 한데 자동센서가 좀 이상한거 같은데확실하지가 않아서 불량인지 아닌지먼지가 많아지는 상황인데도 강으로 돌아가지 않고 수치도 움직이지 않고 그렇네요며칠더 써볼게요,삼성전자 블루스카이 AX60N5580WDD
3,공기청정기 바람 나오는 출구쪽이개방형이군요 (닫힘없음)사용 안할땐 먼지 유입 걱정이네요 출구가상단부라 많은 먼지 발생 예상가장 큰 단점입니다그외 만족해요,삼성전자 블루스카이 AX60N5580WDD
3,제조일 19년4월.. 단종 재고처리 같아보이네요 동일모델 에어컨 사은품 끼워주고 있구요,삼성전자 블루스카이 AX60N5580WDD
3,"너어무커서놀랫습니다..
작동은잘되는듯해여
하지만!스마트배송좀지키세여!",삼성전자 블루스카이 AX60N5580WDD
3,청정기가 작동 해보니까요소음다소 있습니다.저갖제품이라서 그런지 요,삼성전자 블루스카이 AX60N5580WDD
3,바로 잘 받았는데 아직 풀지 못했어요. 며칠 있다가 풀어보려고요.,삼성전자 블루스카이 AX60N5580WDD
3,생각보다 작네요. 나중에 하나 더 구매해야겠습니다. 주소 잘못 적어서 5분안에 들어갔는데 바로 넘어가 주소변경이 안되서 힘들었습니다. 스마일배송은 주소변경도 안되고 잘 보고 해야할듯하네요.,삼성전자 블루스카이 AX60N5580WDD
3,배송도 빠르고 처음엔 소리가 너무 크길래보니 줄일수 있네요,삼성전자 블루스카이 AX60N5580WDD
3,좋은데 문을 열어놔도 미세먼지 수치가 변화가 없네요ㅠㅠ,삼성전자 블루스카이 AX60N5580WDD
3,그저 그렇네요. 성능도 보통인듯 하구요,삼성전자 블루스카이 AX60N5580WDD
3,생각보다 는 그냥저냥 그런거 같습니다,삼성전자 블루스카이 AX60N5580WDD
3,그냥 그러네요 안방용으로 너무 커요,삼성전자 블루스카이 AX60N5580WDD
3,써보니 나름대로 조금은 쓸만합니다,삼성전자 블루스카이 AX60N5580WDD
3,제품이좋고싸고잘구매해습니다,삼성전자 블루스카이 AX60N5580WDD
3,평범한 공기청정기 소음 잇음,삼성전자 블루스카이 AX60N5580WDD
3,잘받아습니다 .수고하세요,삼성전자 블루스카이 AX60N5580WDD
4,예상보다 일찍 배송받아서 좋았습니다. 타브랜드 구매하려던 참에 삼성제품으로 구매했어요 디자인은 그리 맘에 들지 않지만 브랜드가 주는 신뢰를 무시할 수 없네요as도 생각하지 않을 수 없고.. 때마침 할인도 해줘서이 제품으로 결정했지요생각보다 사이즈가 커서 좋아요. 바퀴가 달려 있어서 이동이 용이하고 34평 거실에 두었는데 뭐 무난하게 사용할 수 있을 것 같습니다 아랫집인지 윗집인지 옆집인지 출처를 알 수 없는 담배냄새 때문에 죽을 것 같아서 구매했어요 누군지 모르겠지만 남에게 피해주지 말고 속히 폐암에 걸려서 가능한 오랫동안 괴롭게 투병하면서 돌아가시길 매일 기도합니다(덧붙여 며칠 사용해보니 요리할때는 꺼 두어야 할 듯 합니다. 미친듯이 돌아갑니다. 아무것도 하지 않을 때는 보통 5를 유지하고 있는데 요리할 때 150을 넘더라구요. 필터에 냄새가 밸 수도 있다고 하니 가급적이면 꺼 두는게 좋겠어요),삼성전자 블루스카이 AX60N5580WDD
4,"거실에서 사용 중인데 집 주변으로 새로 들어서는
아파트 공사중이라 미세먼지 뿐만 아니라 공사중
유해물질도 청정이 될까싶어 구매하게 되었어요
공기가 정화 되는게 눈으로 보이는 것이 아니지만
확실히 미세먼지 심한날이나 창문을 열어 놓고 있으면
빨간불이 들어오며 강력하게 공청이 작동중이라
깨끗해 지나보다하고 믿으며 생활하네요
공기가 좋지 않을 때 작동 시 소음이 어느정도 있고
바람세기도 강하네요",삼성전자 블루스카이 AX60N5580WDD
4,"저희 집이 먼지가 엄청나게 많은편이어서 엣모스피어 하나로는 도저히 안되고 좀 너무 비싸지 않은걸 찾다가 지금 제품을 구매학게 되었습니다. 센서1.0 도 탑제되어서 많은 기대를 하였으나 먼지의 대한 센서는 기대에 만족은 덜하나....냄새,가스에 의한 센서 변화는 아주 만족합니다 또 하나 만족스러운 점은 스마트띵이 연동 되어서 핸드폰 앱으로 조작이 잘되고 전체적으로 70%정도 만족합니다 크기가 좀 있으니 사이즈 잘 확인하시고 구매하세요",삼성전자 블루스카이 AX60N5580WDD
4,이사를 와서 기존 쓰던 거보다평수가 큰걸로 하나 더 구매했어요기능이 업그레이드돼서 현재 공기상태를 단계별로색깔로 볼 수 있어서 좋아요삼성 smart things 앱으로 연동해서집밖에서도 조정 가능해서 편하네요소음은 약간 있지만 크지 않아서 불편하지 않아요,삼성전자 블루스카이 AX60N5580WDD
4,저는 이 제품을 2년 전에 48만원인가 주고 샀었는데 친정엄마 사주려고 보니 세일도 하고 할인쿠폰도 많이 줘서 거의 2/3 가격에 샀어요 필터 갈아끼우는 것도 쉽고 작동도 편리하고 바퀴가 달려서 다른 방으로 이동하기도 좋고 만족하면서 쓰고 있는데 엄마도 계속 필요없다고 하시더니 해드리니 좋아하셨어요,삼성전자 블루스카이 AX60N5580WDD
4,심성블루스카이3000 대를 사용해보구 거실에서는 용량이 좀 부족해서 이제품을 구입하게 되었습니다.필터1개 사은품 같이 왔고요.삼성에서 직배송해주네요.설치는 간단하니까 직접했습니다.기능은 3000시리즈와 거의 똑같구요.필터세이버가 장착되어있어 초미세먼지 집진에 도움이 될듯ㅇ합니다.와이파이 연결은집에 공유기가 5G여서 안되는군요.설명찾아보니 2.4G에서나 된다구 합니다.다 뜯어서 장착했으니 반품도 못하겠고제품설명을 자세히 해주는게 좋을듯 합니다.와이파이 되는만큼 가격도 비싼건데 아쉽네요,삼성전자 블루스카이 AX60N5580WDD
4,필터세이버가 말이 많긴 했지만 가격이 워낙 저렴하기에 나중에 문제가 생기면 빼서 쓰면 되니까 이건 전혀 문제되지가 않네요. 2020년제품은 필터세이버 기능이 빠졌네요.그리고 바람이 한쪽만 나온단 말이 많은데 상단부는 거의 오른쪽만 나오는게 맞고 좌우측은 바람세기는 비슷하나 왼쪽은 좁게 오른쪽은 넓게 나오네요. 소음은 주관적이지만 강 또는 약으로 틀었을때 조금 시끄러운 편이긴 하네요 그래도 엄청 신경쓰일 정도는 아니예요,삼성전자 블루스카이 AX60N5580WDD
4,"생각보다크네요..자동으로해놨는데소음이크네요취침으로하면조용하구요.
소음빼고는괜찮네요.
구매하구하루만에가격이확내려갔네요ㅠㅠ
반품하구다시구매할수도없구..ㅠ
하루만더있다살걸그랬네요.ㅠ
349000원에구매했는데299000원으로가격이확내려갔네요.ㅠ",삼성전자 블루스카이 AX60N5580WDD
4,집밖 미세먼지나 아파트 저층에서 살아서 실외 공기오염등으로 급하게 샀는뎅 미세먼지 센서가 자동가동되고 공기정화를 해줘서 좋네요~~추천합니다 단 먼지필터는 6개월에서 1년사이에 교체해줘야 한다고 나중에 알았네요 비용 부담도 되니 구매의사가 있는분은 참고하시길 바랍니다~~,삼성전자 블루스카이 AX60N5580WDD
4,"다른 사이트보다 가격이 조금 더 비싸긴 하지만 삼성. 공식인증점이라서 구매했네요
배송은 늦을거라 연락을 받아서 느긋하게 기다렸습니다 . 설치는 해주시지 않아서 혼자서 박스 포장 풀고
비닐 벗기고 작동해 보았는데 그리 어렵진 않았어요
미세먼지가 심하거나 할때는 바람소리가 커지는데 잘
작동이 된다는 거겠죠",삼성전자 블루스카이 AX60N5580WDD
4,"제품은 맘에 듭니다
일요일 밤에 구매했더니 떡하니 월요일 아침에 할로윈 쿠폰을 줘서 4만원이나 가격이 내려갔더군요
그래서 물건 받기도 전에 반품 한다고 수취거부하고
반품택배비만 5000원 물고 다시 구매했네요
근데 반품물건 도착했을텐데 왜 아직까지 환불안해주시나요?",삼성전자 블루스카이 AX60N5580WDD
4,필터교체도 쉽고 조용하고 좋습니다.제조년월은 20년1월 중국에서 생산된 제품입니다.배송은 아주 느리니(1월23일주문 2월5일받음)주문후 느긋하게 기다리시면 삼성 배송기사분이친절하게 갔다주시네요.참고하시라고 리뷰남깁니다.,삼성전자 블루스카이 AX60N5580WDD
4,요즘 중국발미세먼지때문에 아이에게 미안해서 제가2년전 비슷한모델 구입했는데 어머님께서 보시고선 좋다고 하시길래 안쓰러워서 어머님께 선물해드렸어요 너무 좋아하시길래 마음이 뭉클하고 어머님사랑에 비해 작은선물이지만 어머님 좋아하시는 모습이 소녀같았습니다 어머님 그모습그대로 오래사세요 라며 그리구 ♡사랑합니다 ♡,삼성전자 블루스카이 AX60N5580WDD
4,할인해서 저렴하게 샀어요전에 것보다 소음이 크지 않아서 좋네요바퀴가 달려서 움직이기 좋네요 이방저방으로 옮겨서도 사용합니다할인해서 저렴하게 샀어요전에 것보다 소음이 크지 않아서 좋네요바퀴가 달려서 움직이기 좋네요 이방저방으로 옮겨서도 사용합니다,삼성전자 블루스카이 AX60N5580WDD
4,"대체로 괜챦은 것 같은데 한가지 아쉬운 것은
공기흡입구가 한쪽 방향으로만 되어 있어서
전체 공간의 공기를 정화하는데는 조금 부족한 것
같아요.자동으로 공기흡입구 방향을 수시로
바꾸어 주는 장치를 해주면 좋겠다는 생각이 듭니다.",삼성전자 블루스카이 AX60N5580WDD
4,"배송은 8일정도 걸린거같아요~
늦는다는 얘기는 있었으나 배송조회를 얼마나 했던지^^;
포기할 찰나에 배송연락 받았고 다음날 문앞에
놓고 가셨는데 따로 문자는 안주셨네요.
상자가 어마무시하네요ㅋㅋ아들이 왜이렇게 크냐며...
물건은 뭐 후기가 증명하듯 흠잡을곳이 없구요
삼성이라 믿고 씁니다!감사합니다!",삼성전자 블루스카이 AX60N5580WDD
4,몇일 사용해 보았는데 아직까지 수치변화가 크지는 않아서 맞는건지 잘 모르겠네요~창문을 열면 수치가 올라가는데 금방 수치가 20-40 대로 내려와요우리집 공기가 괜찮다는 것인지 ㅋㅋ좀 더 사용해보고 비염이랑 효과를 보았으면 좋겠네요,삼성전자 블루스카이 AX60N5580WDD
4,일요일 밤에 주문했는데 월요일아침에 떡하니 할로윈 쿠폰을 주네요 가격차이가 4만원이나 나서 도착도 하기전에 수취거부하고 반품배송비 5000원 물었네요다시 화요일 할로윈쿠폰사용해서 재구매했더니수요일에 삼성가전 중복쿠폰 주네요2만원이나 비싸게사고 반품배송비물고...쿠폰을 장난하는것도 아니고 이런식으로 주나요?지마켓 정말 짜증나납니다,삼성전자 블루스카이 AX60N5580WDD
4,주문일주일만에 도착했습니다 늦는다고 문자 한줄만 주시고 다음부터는 전화도 않받아서 고객센타에 문의해서 그나마 오늘도착(6/24) 했습니다 제품은 좋아요 디자인 성능좋습니다 추천 합니다 배송만 늦지 않았으면 별 5개 입니다,삼성전자 블루스카이 AX60N5580WDD
4,작동이 잘되요소음도 크지않고 좋습니다,삼성전자 블루스카이 AX60N5580WDD
4,배송이 좀 늦지만 가성비 높고 좋네요,삼성전자 블루스카이 AX60N5580WDD
4,쿠폰써서 저렴하게 구매해서 친구 선물해주었어요,삼성전자 블루스카이 AX60N5580WDD
4,사고싶던건데 저렴히 잘샀네요^^,삼성전자 블루스카이 AX60N5580WDD
4,가격이저렴하고 성능만족,삼성전자 블루스카이 AX60N5580WDD
4,디자인 이쁘고 좋네요 ㅎ,삼성전자 블루스카이 AX60N5580WDD
4,"빠른배송 만족합니다. 하루만에 최저가 변동이 속은 쓰리나, 어쩔수 없지요.",삼성전자 블루스카이 AX60N5580WDD
4,"공기청정기가 필요했는데 마침 좋은 가격으로 행사를 해서 구입하게 되었습니다.
생각보다 소음도 작고 기능도 괜찮아 보입니다.
바닥에 바퀴가 있어서 이동도 편리하고 좋네요.
배송도 빨랐습니다.",삼성전자 블루스카이 AX60N5580WDD
4,"코로나19로 비대면이라도 택배 제품 대문 앞에두고 연락도 없이 가버렸군요 심했어요 문자라도 남겼으면 좋게
겠죠 아직사용은 안했어요 괜찮은것 같아요 외관도 그런데로.............가격도 괜찮아요................",삼성전자 블루스카이 AX60N5580WDD
4,동생이 이사해서 선물로 사줬는데 좋아하네요디자인은 너무 깔끔한거 같아요.요즘 워낙 비싼게 많아서 가격 생각하면 대 만족입니다.,삼성전자 블루스카이 AX60N5580WDD
4,쿠폰으로 저렴하게 샀어요. 디자인 셰련되고 성능 좋아요.,삼성전자 블루스카이 AX60N5580WDD
4,H13필터 좋다해서 검색하고 삼성 브랜드 믿고 구입합니다 좋은거 같아요,삼성전자 블루스카이 AX60N5580WDD
4,집안공기가 깨끗해 지겠죠~ 배송 재품 모두 만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,친구 결혼집들이 선물로 삿어여 최저가로 잘 삿네요,삼성전자 블루스카이 AX60N5580WDD
4,평수에 맞게 설치하니 효과가 금방 나타나요,삼성전자 블루스카이 AX60N5580WDD
4,잘돌아가네요 환기시키고 돌리고있어요,삼성전자 블루스카이 AX60N5580WDD
4,배송이 자꾸 늦어져서 겨우 받았네요.,삼성전자 블루스카이 AX60N5580WDD
4,괜찮아서 시댁도 사드렸네요,삼성전자 블루스카이 AX60N5580WDD
4,잘 사용중입니다. 좋아요,삼성전자 블루스카이 AX60N5580WDD
4,아기도 곧 태어날 거라 구매했어요 미세먼지뿐아니라 가스센스도 있어서 냄새도 잘 잡아주는 것같아요 ..눈에보이는게 아니라 기분탓일수도 있지만..가스렌지 쓰면 가스센서가 막 작동해요.그리고 생각보다 크기가 크네요~,삼성전자 블루스카이 AX60N5580WDD
4,저렴한 가격에 잘 산거 같아요~애기가 태어나서 필요한거 같아서 구매했어요성능이 좋은건지 주변 공기가 많이 차네요보일러 틀어놔도 그렇더라구요~취침모드로 하고 사용중입니다^^,삼성전자 블루스카이 AX60N5580WDD
4,잘 나간다해서 구매했는데 배송은 적당한 한것같고 물건은 강일때 소리가 너무 큽니당 나머지는 괜찮은듯 싶네여~~~~~~~~~~~~~~~,삼성전자 블루스카이 AX60N5580WDD
4,할인받아 저렴하게 구매해서 좋습니다. 삼성 제품이라 성능은 좋겠죠 ㅎㅎ 가성비 만족합니다 ~,삼성전자 블루스카이 AX60N5580WDD
4,쿠폰써서 저렴히 구입했어요배송도 엄청빠르고 만족합니다,삼성전자 블루스카이 AX60N5580WDD
4,"선물했는데 너무 맘에들어 하시네요..
만족합니다.",삼성전자 블루스카이 AX60N5580WDD
4,세일할 때 사서 써보니 맘에 들어 1개 더 구입합니다가격은 조금 더 비싸게 사게 되었으나 그런대로 만족합니다,삼성전자 블루스카이 AX60N5580WDD
4,빅세일에 구매해서 저렴하게 구매했습니다~ 아버지가 마음에 들어하시네요.,삼성전자 블루스카이 AX60N5580WDD
4,좋아요 ㅎㅎ 이뿌고 만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,저렴하게 구입하여 잘 사용하고 있습니다. 공기청정기가 생기니 공기가 깨끗해진 느낌..ㅋㅋ 암튼 만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,"상품 좋습니다 배송은 좀 느리네요
전반적으로 만족합니다",삼성전자 블루스카이 AX60N5580WDD
4,디자인깔끔하고 청정도 잘되는것같아요 요리하면 바로 돌아가네요 옛날에 비하면 가격도 괜찮아진것같아요,삼성전자 블루스카이 AX60N5580WDD
4,빠르고 좋네요 사고나서 가격이 떨어져서 조금 아쉽네요,삼성전자 블루스카이 AX60N5580WDD
4,부모님이 삼성에 대한 신뢰가 높으셔서 일단 삼성꺼중에 고르다보디 제일 가성비가 높은것 같아 구매하였는데 코로나시국임에도 배송이 빨리되어 감사합니다,삼성전자 블루스카이 AX60N5580WDD
4,괜찮아유... 가성빈 모르겠으나 신뢰도는 괜찮은듯....,삼성전자 블루스카이 AX60N5580WDD
4,배송기사님이 배송하루전 연락오고 배송후에도 친절히 연락주셔서 너무 좋았어요상품은 일단 소음은 조용한 편인것 같아요,삼성전자 블루스카이 AX60N5580WDD
4,좋아요 아주좋아요,삼성전자 블루스카이 AX60N5580WDD
4,경쟁업체(?) 상품먼저 주문했는데 쿠폰딜에 취소하고 이 제품으로 결정했어요.생각보다 스마트띵으로 원격조정하는 게 유용하더군요.뭐 굽고 있을 때 걍 소파 앉아서 오프해놓으면 되고 예약도 누워서 가능하고요.만족입니다.,삼성전자 블루스카이 AX60N5580WDD
4,배송도 빠르고 작동시켜보니 큰 하자는 없어요다만 앞쪽에 얼룩? 때?가 있더라고요손으로 문질러봐도 지워지지않던데새제품이 맞는건가싶은마음에 좀 찝찝하지만기능엔 문제없어서 그냥 쓰려구요,삼성전자 블루스카이 AX60N5580WDD
4,"쿠폰으로 저렴하게 사긴했어요.
작동도 잘되는것같고
근데 소리가.커요.
그리고 예민한건지 툭하면 크게 올라가서 돌아가다가또금방멈추고그래요.",삼성전자 블루스카이 AX60N5580WDD
4,요즘 황사와 미세먼지가 심해져창문을 제대로 열지못해서공기가 너무탁해서 구매했어요크기는 크네요ㅋㅋ거실에 설치했는데 소리는 잘들리지 않아요,삼성전자 블루스카이 AX60N5580WDD
4,부모님댁에사드렸어용~ㅎ 아무래도어르신들은삼성이나lg를선호하시다보니...솔직히lg를사드리고싶었으나너무비싼관계로삼성블루스카이공기청정기낙점. 가격대비만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,핫딜이 떠서 조금이나마 싸게 샀네요. 청정기 상판이 검정색이라 무난합니다. 미세먼지 안 좋은날 잘 사용하고 있습니다. 필터도 하나 더 받았어요.,삼성전자 블루스카이 AX60N5580WDD
4,쿠폰써서 저렴하게 잘 샀습니다. 배송도 생각보다 빨리 왔구요. 근데 제조일자는 좀 된거네요. 뭐 새상품이니 상관 없을듯요.,삼성전자 블루스카이 AX60N5580WDD
4,만족도 좋긴한데 수동으로 작동해야해서 그게 좀 불편하구 리모컨이 있음 훨씬 수월할텐데 약간 아쉬운점이 없잖아 있어여,삼성전자 블루스카이 AX60N5580WDD
4,퓨리땡땡 2단 사고싶었는데 저희집이 작아서 오버같아저렴이로 구매했어요~배송만 해주시고 자가 설치네요,삼성전자 블루스카이 AX60N5580WDD
4,"사용법이 아주 직관적이라 쉽고, 제품의 만듦새나 디자인이 깔끔해서 인테리어 효과도 있습니다. 공기청정 효과는 좀 써 봐야 알겠지 싶지만 괜찮겠지 생각하며 구매했습니다.",삼성전자 블루스카이 AX60N5580WDD
4,"단점 : 가습기와 같이 사용했을경우 보이지 않는 습도를 먼지로 인식하는듯 풀로 돌아감 (가습기 틀때는 미풍으로 돌림) ... 가습기 끄면 차츰 정상으로 돌아옴, 그것말곤 디자인, 풍량모두 만족합니다.",삼성전자 블루스카이 AX60N5580WDD
4,거실에 하나 두려고 샀어요 공청기는 큰거 한대보다 작은거 두대가 더 효율적이라고 해서 거실용으로 구매했는데 만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,가격 만족하고 필터세이버는 오존발생 때문에 살짝 염려가 되는데 빼놓고 써볼까 생각중입니다.,삼성전자 블루스카이 AX60N5580WDD
4,신형하고 3만원 차이긴하지만 어짜피 기능도 똑고 필터도 같아서 3만원 저렴한걸로 샀어요 배송은 5일걸렸네요 다른곳에 비해 많이 느려요,삼성전자 블루스카이 AX60N5580WDD
4,제조일이 20년 1월이라? 가격이 비교적 저렴 합니다. Iot 잘 쓰는중입니다. 자동으로 사용할때 방에 놓고 쓰기에는 소음이 꾀 됩니다. 그럭저럭 만족합니다.,삼성전자 블루스카이 AX60N5580WDD
4,"오래 기다린 끝에 드디어 받았네요
요즘 공기도 안 좋은데 잘 쓰겠습니다",삼성전자 블루스카이 AX60N5580WDD
4,배송이 빨라서 좋았습니다. 부모님 선물 사드린 것인데 좋아하시네요~~,삼성전자 블루스카이 AX60N5580WDD
4,빠르게 배송받아 잘 사용 중입니다부모님댁에 드렸는데 만족하시네요,삼성전자 블루스카이 AX60N5580WDD
4,가격 저렴하게 잘샀다고 보고 크기가 좀 클뿐 전체적으로 만족합니다,삼성전자 블루스카이 AX60N5580WDD
